month,line,station,dpea
2021-01-01,2,Santuário N.S. de Fátima-Sumaré ,5000.0
2021-01-01,2,Clínicas ,13000.0
2021-01-01,2,Consolação,49000.0
2021-01-01,2,Trianon-Masp ,21000.0
2021-01-01,2,Brigadeiro ,25000.0
2021-01-01,2,Paraíso,38000.0
2021-01-01,2,Ana Rosa,36000.0
2021-01-01,2,Vila Madalena,10000.0
2021-01-01,2,Santos-Imigrantes ,8000.0
2021-01-01,2,Alto do Ipiranga ,9000.0
2021-01-01,2,Sacomã,23000.0
2021-01-01,2,Tamanduateí,36000.0
2021-01-01,2,Vila Prudente,40000.0
2021-01-01,2,Chácara Klabin ,40000.0
2021-02-01,2,Vila Prudente,43000.0
2021-02-01,2,Vila Madalena,11000.0
2021-02-01,2,Santuário N.S. de Fátima-Sumaré ,5000.0
2021-02-01,2,Clínicas ,14000.0
2021-02-01,2,Consolação,53000.0
2021-02-01,2,Trianon-Masp ,22000.0
2021-02-01,2,Brigadeiro ,26000.0
2021-02-01,2,Paraíso,40000.0
2021-02-01,2,Ana Rosa,39000.0
2021-02-01,2,Chácara Klabin ,43000.0
2021-02-01,2,Santos-Imigrantes ,8000.0
2021-02-01,2,Alto do Ipiranga ,10000.0
2021-02-01,2,Sacomã,25000.0
2021-02-01,2,Tamanduateí,36000.0
2021-03-01,2,Vila Madalena,9000.0
2021-03-01,2,Santuário N.S. de Fátima-Sumaré ,4000.0
2021-03-01,2,Clínicas ,12000.0
2021-03-01,2,Consolação,40000.0
2021-03-01,2,Trianon-Masp ,17000.0
2021-03-01,2,Brigadeiro ,20000.0
2021-03-01,2,Chácara Klabin ,37000.0
2021-03-01,2,Ana Rosa,30000.0
2021-03-01,2,Paraíso,32000.0
2021-03-01,2,Vila Prudente,36000.0
2021-03-01,2,Tamanduateí,35000.0
2021-03-01,2,Alto do Ipiranga ,8000.0
2021-03-01,2,Santos-Imigrantes ,7000.0
2021-03-01,2,Sacomã,21000.0
2021-04-01,2,Vila Madalena,8000.0
2021-04-01,2,Vila Prudente,35000.0
2021-04-01,2,Tamanduateí,36000.0
2021-04-01,2,Sacomã,20000.0
2021-04-01,2,Chácara Klabin ,35000.0
2021-04-01,2,Ana Rosa,29000.0
2021-04-01,2,Paraíso,31000.0
2021-04-01,2,Brigadeiro ,19000.0
2021-04-01,2,Trianon-Masp ,16000.0
2021-04-01,2,Consolação,38000.0
2021-04-01,2,Clínicas ,12000.0
2021-04-01,2,Santuário N.S. de Fátima-Sumaré ,4000.0
2021-04-01,2,Santos-Imigrantes ,7000.0
2021-04-01,2,Alto do Ipiranga ,8000.0
2021-05-01,2,Chácara Klabin ,40000.0
2021-05-01,2,Santuário N.S. de Fátima-Sumaré ,4000.0
2021-05-01,2,Clínicas ,13000.0
2021-05-01,2,Consolação,44000.0
2021-05-01,2,Trianon-Masp ,19000.0
2021-05-01,2,Brigadeiro ,23000.0
2021-05-01,2,Paraíso,36000.0
2021-05-01,2,Vila Madalena,9000.0
2021-05-01,2,Santos-Imigrantes ,8000.0
2021-05-01,2,Alto do Ipiranga ,9000.0
2021-05-01,2,Sacomã,23000.0
2021-05-01,2,Tamanduateí,40000.0
2021-05-01,2,Vila Prudente,40000.0
2021-05-01,2,Ana Rosa,35000.0
2021-06-01,2,Clínicas ,13000.0
2021-06-01,2,Consolação,47000.0
2021-06-01,2,Trianon-Masp ,20000.0
2021-06-01,2,Brigadeiro ,24000.0
2021-06-01,2,Paraíso,37000.0
2021-06-01,2,Ana Rosa,36000.0
2021-06-01,2,Alto do Ipiranga ,9000.0
2021-06-01,2,Santos-Imigrantes ,8000.0
2021-06-01,2,Sacomã,24000.0
2021-06-01,2,Tamanduateí,43000.0
2021-06-01,2,Vila Prudente,40000.0
2021-06-01,2,Santuário N.S. de Fátima-Sumaré ,5000.0
2021-06-01,2,Chácara Klabin ,43000.0
2021-06-01,2,Vila Madalena,10000.0
2021-07-01,2,Chácara Klabin ,43000.0
2021-07-01,2,Tamanduateí,43000.0
2021-07-01,2,Vila Madalena,10000.0
2021-07-01,2,Santuário N.S. de Fátima-Sumaré ,5000.0
2021-07-01,2,Clínicas ,13000.0
2021-07-01,2,Trianon-Masp ,21000.0
2021-07-01,2,Brigadeiro ,25000.0
2021-07-01,2,Consolação,50000.0
2021-07-01,2,Ana Rosa,37000.0
2021-07-01,2,Vila Prudente,44000.0
2021-07-01,2,Santos-Imigrantes ,8000.0
2021-07-01,2,Alto do Ipiranga ,10000.0
2021-07-01,2,Sacomã,25000.0
2021-07-01,2,Paraíso,38000.0
2021-08-01,2,Paraíso,41000.0
2021-08-01,2,Clínicas ,14000.0
2021-08-01,2,Consolação,55000.0
2021-08-01,2,Trianon-Masp ,24000.0
2021-08-01,2,Brigadeiro ,28000.0
2021-08-01,2,Vila Madalena,12000.0
2021-08-01,2,Santuário N.S. de Fátima-Sumaré ,5000.0
2021-08-01,2,Chácara Klabin ,48000.0
2021-08-01,2,Santos-Imigrantes ,9000.0
2021-08-01,2,Alto do Ipiranga ,11000.0
2021-08-01,2,Sacomã,27000.0
2021-08-01,2,Tamanduateí,47000.0
2021-08-01,2,Vila Prudente,49000.0
2021-08-01,2,Ana Rosa,40000.0
2021-09-01,2,Vila Madalena,13000.0
2021-09-01,2,Santuário N.S. de Fátima-Sumaré ,6000.0
2021-09-01,2,Clínicas ,15000.0
2021-09-01,2,Consolação,60000.0
2021-09-01,2,Vila Prudente,53000.0
2021-09-01,2,Brigadeiro ,30000.0
2021-09-01,2,Trianon-Masp ,26000.0
2021-09-01,2,Ana Rosa,44000.0
2021-09-01,2,Chácara Klabin ,51000.0
2021-09-01,2,Santos-Imigrantes ,10000.0
2021-09-01,2,Alto do Ipiranga ,12000.0
2021-09-01,2,Sacomã,29000.0
2021-09-01,2,Paraíso,45000.0
2021-09-01,2,Tamanduateí,50000.0
2021-10-01,2,Vila Madalena,13000.0
2021-10-01,2,Clínicas ,15000.0
2021-10-01,2,Consolação,64000.0
2021-10-01,2,Trianon-Masp ,28000.0
2021-10-01,2,Brigadeiro ,32000.0
2021-10-01,2,Santuário N.S. de Fátima-Sumaré ,6000.0
2021-10-01,2,Ana Rosa,46000.0
2021-10-01,2,Paraíso,47000.0
2021-10-01,2,Vila Prudente,54000.0
2021-10-01,2,Tamanduateí,53000.0
2021-10-01,2,Chácara Klabin ,54000.0
2021-10-01,2,Alto do Ipiranga ,13000.0
2021-10-01,2,Santos-Imigrantes ,10000.0
2021-10-01,2,Sacomã,30000.0
