month,line,station,dpea
2021-01-01,4,Luz,75000.0
2021-01-01,4,São Paulo - Morumbi,26000.0
2021-01-01,4,Butantã,22000.0
2021-01-01,4,Pinheiros,55000.0
2021-01-01,4,Faria Lima,16000.0
2021-01-01,4,República,63000.0
2021-01-01,4,Oscar Freire,14000.0
2021-01-01,4,Paulista,53000.0
2021-01-01,4,Higienópolis - Mackenzie,9000.0
2021-01-01,4,Fradique Coutinho,9000.0
2021-02-01,4,São Paulo - Morumbi,27000.0
2021-02-01,4,Butantã,23000.0
2021-02-01,4,Pinheiros,58000.0
2021-02-01,4,Faria Lima,17000.0
2021-02-01,4,Fradique Coutinho,9000.0
2021-02-01,4,Oscar Freire,15000.0
2021-02-01,4,Paulista,57000.0
2021-02-01,4,Higienópolis - Mackenzie,10000.0
2021-02-01,4,República,66000.0
2021-02-01,4,Luz,78000.0
2021-03-01,4,São Paulo - Morumbi,22000.0
2021-03-01,4,Butantã,19000.0
2021-03-01,4,Pinheiros,47000.0
2021-03-01,4,Faria Lima,13000.0
2021-03-01,4,Fradique Coutinho,7000.0
2021-03-01,4,Oscar Freire,12000.0
2021-03-01,4,Paulista,45000.0
2021-03-01,4,Higienópolis - Mackenzie,8000.0
2021-03-01,4,República,52000.0
2021-03-01,4,Luz,63000.0
2021-04-01,4,São Paulo - Morumbi,22000.0
2021-04-01,4,Butantã,18000.0
2021-04-01,4,Pinheiros,46000.0
2021-04-01,4,Faria Lima,12000.0
2021-04-01,4,Fradique Coutinho,7000.0
2021-04-01,4,Oscar Freire,12000.0
2021-04-01,4,Paulista,42000.0
2021-04-01,4,Higienópolis - Mackenzie,7000.0
2021-04-01,4,República,50000.0
2021-04-01,4,Luz,61000.0
2021-05-01,4,São Paulo - Morumbi,25000.0
2021-05-01,4,Butantã,21000.0
2021-05-01,4,Pinheiros,53000.0
2021-05-01,4,Faria Lima,15000.0
2021-05-01,4,Luz,74000.0
2021-05-01,4,Oscar Freire,14000.0
2021-05-01,4,Paulista,48000.0
2021-05-01,4,Higienópolis - Mackenzie,9000.0
2021-05-01,4,República,57000.0
2021-05-01,4,Fradique Coutinho,8000.0
2021-06-01,4,São Paulo - Morumbi,26000.0
2021-06-01,4,Butantã,22000.0
2021-06-01,4,Pinheiros,55000.0
2021-06-01,4,Faria Lima,16000.0
2021-06-01,4,Fradique Coutinho,9000.0
2021-06-01,4,Oscar Freire,14000.0
2021-06-01,4,Paulista,50000.0
2021-06-01,4,Higienópolis - Mackenzie,9000.0
2021-06-01,4,República,61000.0
2021-06-01,4,Luz,76000.0
2021-07-01,4,São Paulo - Morumbi,27000.0
2021-07-01,4,Butantã,23000.0
2021-07-01,4,Pinheiros,55000.0
2021-07-01,4,Faria Lima,16000.0
2021-07-01,4,Luz,80000.0
2021-07-01,4,Oscar Freire,15000.0
2021-07-01,4,Paulista,53000.0
2021-07-01,4,Higienópolis - Mackenzie,9000.0
2021-07-01,4,República,64000.0
2021-07-01,4,Fradique Coutinho,9000.0
2021-08-01,4,São Paulo - Morumbi,30000.0
2021-08-01,4,Butantã,25000.0
2021-08-01,4,Pinheiros,62000.0
2021-08-01,4,Fradique Coutinho,10000.0
2021-08-01,4,Faria Lima,18000.0
2021-08-01,4,Paulista,59000.0
2021-08-01,4,Higienópolis - Mackenzie,11000.0
2021-08-01,4,República,69000.0
2021-08-01,4,Luz,86000.0
2021-08-01,4,Oscar Freire,16000.0
2021-09-01,4,São Paulo - Morumbi,31000.0
2021-09-01,4,Butantã,27000.0
2021-09-01,4,Pinheiros,67000.0
2021-09-01,4,Faria Lima,19000.0
2021-09-01,4,Fradique Coutinho,11000.0
2021-09-01,4,Oscar Freire,16000.0
2021-09-01,4,Paulista,63000.0
2021-09-01,4,Higienópolis - Mackenzie,12000.0
2021-09-01,4,República,73000.0
2021-09-01,4,Luz,92000.0
2021-10-01,4,São Paulo - Morumbi,33520.0
2021-10-01,4,Butantã,28330.0
2021-10-01,4,Pinheiros,71080.0
2021-10-01,4,Faria Lima,20610.0
2021-10-01,4,Fradique Coutinho,11440.0
2021-10-01,4,Oscar Freire,17100.0
2021-10-01,4,Paulista,66490.0
2021-10-01,4,Higienópolis - Mackenzie,12930.0
2021-10-01,4,República,77110.0
2021-10-01,4,Luz,96200.0
2021-11-01,4,São Paulo - Morumbi,35990.0
2021-11-01,4,Butantã,30120.0
2021-11-01,4,Pinheiros,77690.0
2021-11-01,4,Faria Lima,22360.0
2021-11-01,4,Fradique Coutinho,12390.0
