date,line,total,business_day_mean,saturday_mean,sunday_mean,max
2018-01-01,4,3755000.0,151000.0,78000.0,38000.0,176000.0
2018-02-01,4,4585000.0,165000.0,147000.0,79000.0,214000.0
2018-03-01,4,5308000.0,216000.0,97000.0,57000.0,228000.0
2018-04-01,4,5198000.0,206000.0,100000.0,54000.0,227000.0
2018-05-01,4,5630000.0,226000.0,113000.0,72000.0,235000.0
2018-06-01,4,5265000.0,203000.0,105000.0,68000.0,232000.0
2018-07-01,4,4952000.0,198000.0,102000.0,65000.0,210000.0
2018-08-01,4,6040000.0,232000.0,112000.0,64000.0,241000.0
2018-09-01,4,5268000.0,222000.0,121000.0,32000.0,242000.0
2018-10-01,4,5740000.0,231000.0,108000.0,36000.0,242000.0
2018-11-01,4,5438000.0,224000.0,111000.0,69000.0,261000.0
2018-12-01,4,5229000.0,212000.0,118000.0,74000.0,258000.0
2019-01-01,4,5094000.0,205000.0,98000.0,63000.0,231000.0
2019-02-01,4,6002000.0,254000.0,139000.0,92000.0,271000.0
2019-03-01,4,6473000.0,266000.0,146000.0,88000.0,281000.0
2019-04-01,4,6636000.0,274000.0,128000.0,74000.0,282000.0
2019-05-01,4,7021000.0,276000.0,131000.0,84000.0,295000.0
2019-06-01,4,6048000.0,263000.0,129000.0,81000.0,280000.0
2019-07-01,4,6072000.0,240000.0,123000.0,72000.0,257000.0
2019-08-01,4,7095000.0,278000.0,134000.0,74000.0,291000.0
2019-09-01,4,,,,,
2019-10-01,4,7330000.0,280000.0,130000.0,91000.0,291000.0
2019-11-01,4,6659000.0,288000.0,131000.0,82000.0,300000.0
2019-12-01,4,5917000.0,234000.0,131000.0,88000.0,296000.0
2020-01-01,4,5888000.0,233000.0,109000.0,67000.0,260000.0
2020-02-01,4,6305000.0,239000.0,150000.0,102000.0,300000.0
2020-03-01,4,4493000.0,179000.0,78000.0,51000.0,305000.0
2020-04-01,4,1218000.0,48000.0,27000.0,15000.0,56000.0
2020-05-01,4,1305000.0,56000.0,29000.0,16000.0,59000.0
2020-06-01,4,1709000.0,65000.0,37000.0,20000.0,75000.0
2020-07-01,4,2203000.0,83000.0,49000.0,23000.0,89000.0
2020-08-01,4,2399000.0,95000.0,55000.0,26000.0,103000.0
2020-09-01,4,2618000.0,105000.0,63000.0,30000.0,111000.0
2020-10-01,4,2926000.0,115000.0,68000.0,34000.0,122000.0
2020-11-01,4,2961000.0,115000.0,77000.0,40000.0,127000.0
2020-12-01,4,2872000.0,111000.0,69000.0,36000.0,128000.0
2021-01-01,4,2621000.0,112000.0,55000.0,32000.0,121000.0
2021-02-01,4,2771000.0,119000.0,68000.0,35000.0,125000.0
2021-03-01,4,2323000.0,95000.0,44000.0,22000.0,123000.0
2021-04-01,4,2145000.0,91000.0,46000.0,24000.0,105000.0
2021-05-01,4,2718000.0,107000.0,62000.0,33000.0,114000.0
2021-06-01,4,2869000.0,111000.0,70000.0,36000.0,119000.0
2021-07-01,4,3020000.0,117000.0,72000.0,37000.0,123000.0
2021-08-01,4,3337000.0,129000.0,74000.0,41000.0,134000.0
2021-09-01,4,3440000.0,136000.0,82000.0,47000.0,143000.0
2021-10-01,4,3644420.0,145500.0,88320.0,47800.0,158180.0
2021-11-01,4,3906760.0,157040.0,99130.0,62180.0,170350.0
2021-12-01,4,3794010.0,139220.0,89050.0,58920.0,170530.0
2022-01-01,4,3186530.0,125630.0,67430.0,42210.0,140550.0
2022-02-01,4,3659000.0,153000.0,96000.0,56000.0,164000.0
2022-03-01,4,4701000.0,179000.0,109000.0,54000.0,198000.0
2022-04-01,4,4493000.0,191000.0,101000.0,52000.0,206000.0
2022-05-01,4,4822290.0,186850.0,104070.0,59080.0,206370.0
2022-06-01,4,4275520.0,169440.0,92890.0,64519.99999999999,183010.0
2022-07-01,4,5042790.0,161840.0,93920.0,58950.0,179490.0
2022-08-01,4,5818590.0,183020.0,96250.0,56950.0,199790.0
2022-09-01,4,5599150.0,186850.0,98380.0,62350.0,197270.0
2022-10-01,4,5632470.0,187440.0,101130.0,63570.0,201940.0
2022-11-01,4,5380980.0,183270.0,101400.0,57030.0,200120.0
2022-12-01,4,5018250.0,156790.0,83250.0,51740.0,207310.0
2023-01-01,4,4753900.0,150700.0,86730.0,56250.0,172930.0
2023-02-01,4,4961750.0,171040.0,115670.0,66260.0,192650.0
2023-03-01,4,6399570.0,198020.0,115690.0,64550.0,223080.0
2023-04-01,4,5498990.0,199440.0,97330.0,56510.0,209630.0
