month,line,station,dpea
2021-01-01,3,Marechal Deodoro ,18000.0
2021-01-01,3,Santa Cecília ,16000.0
2021-01-01,3,República,72000.0
2021-01-01,3,Anhangabaú,32000.0
2021-01-01,3,Sé,123000.0
2021-01-01,3,Pedro II ,13000.0
2021-01-01,3,Brás,66000.0
2021-01-01,3,Bresser-Moóca ,19000.0
2021-01-01,3,Belém ,25000.0
2021-01-01,3,Palmeiras-Barra Funda,95000.0
2021-01-01,3,Carrão ,26000.0
2021-01-01,3,Penha ,18000.0
2021-01-01,3,Vila Matilde ,16000.0
2021-01-01,3,Guilhermina-Esperança ,13000.0
2021-01-01,3,Patriarca ,13000.0
2021-01-01,3,Artur Alvim,37000.0
2021-01-01,3,Corinthians-Itaquera,54000.0
2021-01-01,3,Tatuapé,50000.0
2021-02-01,3,Corinthians-Itaquera,56000.0
2021-02-01,3,Palmeiras-Barra Funda,101000.0
2021-02-01,3,Marechal Deodoro ,19000.0
2021-02-01,3,Santa Cecília ,17000.0
2021-02-01,3,República,76000.0
2021-02-01,3,Anhangabaú,33000.0
2021-02-01,3,Sé,129000.0
2021-02-01,3,Pedro II ,14000.0
2021-02-01,3,Brás,70000.0
2021-02-01,3,Bresser-Moóca ,21000.0
2021-02-01,3,Belém ,27000.0
2021-02-01,3,Tatuapé,52000.0
2021-02-01,3,Carrão ,28000.0
2021-02-01,3,Penha ,19000.0
2021-02-01,3,Vila Matilde ,17000.0
2021-02-01,3,Guilhermina-Esperança ,13000.0
2021-02-01,3,Patriarca ,14000.0
2021-02-01,3,Artur Alvim,39000.0
2021-03-01,3,Sé,101000.0
2021-03-01,3,Anhangabaú,26000.0
2021-03-01,3,Palmeiras-Barra Funda,82000.0
2021-03-01,3,Santa Cecília ,14000.0
2021-03-01,3,Marechal Deodoro ,16000.0
2021-03-01,3,Pedro II ,12000.0
2021-03-01,3,República,58000.0
2021-03-01,3,Brás,57000.0
2021-03-01,3,Carrão ,23000.0
2021-03-01,3,Belém ,23000.0
2021-03-01,3,Bresser-Moóca ,17000.0
2021-03-01,3,Corinthians-Itaquera,46000.0
2021-03-01,3,Patriarca ,11000.0
2021-03-01,3,Artur Alvim,32000.0
2021-03-01,3,Vila Matilde ,14000.0
2021-03-01,3,Penha ,15000.0
2021-03-01,3,Tatuapé,41000.0
2021-03-01,3,Guilhermina-Esperança ,11000.0
2021-04-01,3,Marechal Deodoro ,15000.0
2021-04-01,3,Santa Cecília ,14000.0
