DATE,BRALORSGPNOSTSAM
2002-03-01,99.9673444402515
2002-04-01,100.090845762055
2002-05-01,100.195520914025
2002-06-01,100.292297723199
2002-07-01,100.379892425469
2002-08-01,100.447815838644
2002-09-01,100.479841377809
2002-10-01,100.45869879043
2002-11-01,100.368547971486
2002-12-01,100.201047451341
2003-01-01,99.9660129397647
2003-02-01,99.6834203567931
2003-03-01,99.3800755295784
2003-04-01,99.0895993116607
2003-05-01,98.8446478599589
2003-06-01,98.6683673518418
2003-07-01,98.5626272317138
2003-08-01,98.5209630095787
2003-09-01,98.5359954252975
2003-10-01,98.6019630224046
2003-11-01,98.717180484574
2003-12-01,98.8826162572906
2004-01-01,99.0966764770747
2004-02-01,99.3544930002138
2004-03-01,99.6433561971352
2004-04-01,99.9345748099782
2004-05-01,100.195126404133
2004-06-01,100.39895513437
2004-07-01,100.540236593511
2004-08-01,100.623864393421
2004-09-01,100.659974552387
2004-10-01,100.662285322674
2004-11-01,100.643167964624
2004-12-01,100.610971380282
2005-01-01,100.568729657243
2005-02-01,100.513882458814
2005-03-01,100.438553428873
2005-04-01,100.330577652361
2005-05-01,100.181284546403
2005-06-01,99.9953490915412
2005-07-01,99.8032195416799
2005-08-01,99.6429585203539
2005-09-01,99.5427706519966
2005-10-01,99.5014184428697
2005-11-01,99.5024749245103
2005-12-01,99.5238989771003
2006-01-01,99.5443129660406
2006-02-01,99.5482883912324
2006-03-01,99.5315319043178
2006-04-01,99.5070280399849
2006-05-01,99.4942039790919
2006-06-01,99.5085908870338
2006-07-01,99.5505928421054
2006-08-01,99.6142018366745
2006-09-01,99.6934933781295
2006-10-01,99.7873843499119
2006-11-01,99.8972855020854
2006-12-01,100.023559237182
2007-01-01,100.160667718737
2007-02-01,100.299965617846
2007-03-01,100.431549238332
2007-04-01,100.545798379063
2007-05-01,100.635628031035
2007-06-01,100.699843058402
2007-07-01,100.748092258734
2007-08-01,100.794415562217
2007-09-01,100.851878223092
2007-10-01,100.927314490348
2007-11-01,101.024502268274
2007-12-01,101.145966718317
2008-01-01,101.293145391209
2008-02-01,101.462263350708
2008-03-01,101.638252591068
2008-04-01,101.786974409138
2008-05-01,101.860496932809
2008-06-01,101.804518969719
2008-07-01,101.57145915416
2008-08-01,101.133107116463
2008-09-01,100.505167369286
2008-10-01,99.7547269448908
2008-11-01,98.9831928812383
2008-12-01,98.2893855340464
2009-01-01,97.7368733251893
2009-02-01,97.3630068611129
2009-03-01,97.1776806264655
2009-04-01,97.1663035353454
2009-05-01,97.2981871074459
2009-06-01,97.5392936712681
2009-07-01,97.8545530897862
2009-08-01,98.2137566459984
2009-09-01,98.5922217978969
2009-10-01,98.9683051464705
2009-11-01,99.3233799165598
2009-12-01,99.6419041650471
2010-01-01,99.9129148983644
2010-02-01,100.128588046132
2010-03-01,100.286134501432
2010-04-01,100.393617968599
2010-05-01,100.463868421027
2010-06-01,100.512012968878
2010-07-01,100.555790299609
2010-08-01,100.611277394213
2010-09-01,100.689127675422
2010-10-01,100.790154171294
2010-11-01,100.908603880143
2010-12-01,101.033915330239
2011-01-01,101.151401608578
2011-02-01,101.244808734782
2011-03-01,101.299671951721
2011-04-01,101.308637765803
2011-05-01,101.269271490411
2011-06-01,101.185396468245
2011-07-01,101.072128795995
2011-08-01,100.944953609261
2011-09-01,100.811355819276
2011-10-01,100.663927020493
2011-11-01,100.494505655528
2011-12-01,100.309488028683
2012-01-01,100.146825585134
2012-02-01,100.05211824613
2012-03-01,100.053893374741
2012-04-01,100.152028496485
2012-05-01,100.321159257094
2012-06-01,100.524646200086
2012-07-01,100.72374163328
2012-08-01,100.885970494867
2012-09-01,100.994361190313
2012-10-01,101.059698752315
2012-11-01,101.106074389532
2012-12-01,101.159797757776
2013-01-01,101.240111883683
2013-02-01,101.357811028329
2013-03-01,101.512355679684
2013-04-01,101.686638639305
2013-05-01,101.857674882542
2013-06-01,102.006355428981
2013-07-01,102.12794582822
2013-08-01,102.225222874322
2013-09-01,102.303914011489
2013-10-01,102.37028299452
2013-11-01,102.426189503158
2013-12-01,102.465459474012
2014-01-01,102.471445279783
2014-02-01,102.427122120839
2014-03-01,102.327986732741
2014-04-01,102.198803141273
2014-05-01,102.075205130406
2014-06-01,101.987893707263
2014-07-01,101.946936572205
2014-08-01,101.947285927941
2014-09-01,101.971167533531
2014-10-01,101.987741278826
2014-11-01,101.961403094298
2014-12-01,101.861009277795
2015-01-01,101.67248721157
2015-02-01,101.39334209831
2015-03-01,101.033511831354
2015-04-01,100.622625370601
2015-05-01,100.19574439169
2015-06-01,99.7831050023609
2015-07-01,99.4013823890972
2015-08-01,99.0583209806972
2015-09-01,98.7550817093091
2015-10-01,98.4857557613266
2015-11-01,98.2450057059456
2015-12-01,98.0331377578216
2016-01-01,97.8590429452584
2016-02-01,97.7338590710345
2016-03-01,97.6619043184221
2016-04-01,97.6279727957643
2016-05-01,97.6111430689556
2016-06-01,97.5956487458307
2016-07-01,97.5803972856857
2016-08-01,97.5740944841009
2016-09-01,97.5901847001019
2016-10-01,97.6409789506664
2016-11-01,97.7363081666554
2016-12-01,97.8794683559241
2017-01-01,98.059670017321
2017-02-01,98.2604351594409
2017-03-01,98.4651474354113
2017-04-01,98.6609803562833
2017-05-01,98.8391703889923
2017-06-01,98.9957157365485
2017-07-01,99.1331141993877
2017-08-01,99.2563056000357
2017-09-01,99.3697196862758
2017-10-01,99.4750976544353
2017-11-01,99.5721320344168
2017-12-01,99.6594632045123
2018-01-01,99.7360557668357
2018-02-01,99.8021266444782
2018-03-01,99.8606244549234
2018-04-01,99.9192468236024
2018-05-01,99.984837848848
2018-06-01,100.057549582371
2018-07-01,100.12426868209
2018-08-01,100.168482941176
2018-09-01,100.180405352295
2018-10-01,100.168499921977
2018-11-01,100.149429443791
2018-12-01,100.1395021305
2019-01-01,100.146480909707
2019-02-01,100.171885204518
2019-03-01,100.21189073816
2019-04-01,100.256719842645
2019-05-01,100.296536052593
2019-06-01,100.326833425182
2019-07-01,100.354024082023
2019-08-01,100.388904271526
2019-09-01,100.440189293339
2019-10-01,100.507343720934
2019-11-01,100.584115279908
2019-12-01,100.660771466074
2020-01-01,100.725505630219
2020-02-01,100.765548426309
2020-03-01,94.0900602427703
2020-04-01,92.5694225075639
2020-05-01,91.7937237154325
2020-06-01,93.5638619160955
2020-07-01,95.3249076112904
2020-08-01,97.069606199407
2020-09-01,97.8667734415516
2020-10-01,98.6362535458441
2020-11-01,99.3651689146488
2020-12-01,99.5112967951044
2021-01-01,99.5688190180883
2021-02-01,99.4997642481641
2021-03-01,99.4332565214724
2021-04-01,99.3716682001677
2021-05-01,99.3250837476471
2021-06-01,99.3055908059991
2021-07-01,99.3204390147018
2021-08-01,99.3738220554201
2021-09-01,99.4660720217029
2021-10-01,99.5899500984604
2021-11-01,99.7355888292533
2021-12-01,99.8930473950705
2022-01-01,100.053207915527
2022-02-01,100.207308024181
2022-03-01,100.346179222463
2022-04-01,100.459825710539
2022-05-01,100.539259998113
2022-06-01,100.580073616205
2022-07-01,100.588365576089
2022-08-01,100.578080093201
2022-09-01,100.570596287704
2022-10-01,100.59562924389
2022-11-01,100.682423961561
2022-12-01,100.84866341464
2023-01-01,101.084771660277
2023-02-01,101.369496876862
