DATE,BRALORSGPNOSTSAM
1996-02-01,98.3271756262909
1996-03-01,98.6910355391006
1996-04-01,99.0648891458367
1996-05-01,99.4534138398014
1996-06-01,99.8448712564782
1996-07-01,100.19684412197
1996-08-01,100.462834589681
1996-09-01,100.622084192547
1996-10-01,100.689313294651
1996-11-01,100.70713307088
1996-12-01,100.718590237964
1997-01-01,100.743281361818
1997-02-01,100.786682672537
1997-03-01,100.848518230711
1997-04-01,100.929752966548
1997-05-01,101.030310285029
1997-06-01,101.145385558432
1997-07-01,101.260340946933
1997-08-01,101.354070341604
1997-09-01,101.402408122335
1997-10-01,101.383125612088
1997-11-01,101.283447104682
1997-12-01,101.112282018345
1998-01-01,100.917810605991
1998-02-01,100.754080594003
1998-03-01,100.649676413401
1998-04-01,100.596509855481
1998-05-01,100.557250355233
1998-06-01,100.490779770089
1998-07-01,100.376485097089
1998-08-01,100.209342389704
1998-09-01,99.9983370175581
1998-10-01,99.7685272934135
1998-11-01,99.5491660825653
1998-12-01,99.363349039222
1999-01-01,99.2170857617822
1999-02-01,99.1074613910162
1999-03-01,99.0277671570344
1999-04-01,98.9698754701113
1999-05-01,98.9288540841959
1999-06-01,98.9059233447851
1999-07-01,98.9101232199341
1999-08-01,98.9531853524229
1999-09-01,99.0423896301931
1999-10-01,99.1704865975101
1999-11-01,99.3251158597492
1999-12-01,99.4952649258073
2000-01-01,99.6757094707581
2000-02-01,99.8652936518306
2000-03-01,100.064313306873
2000-04-01,100.271066731696
2000-05-01,100.482281673936
2000-06-01,100.692823533379
2000-07-01,100.894916750172
2000-08-01,101.078290420375
2000-09-01,101.230784470923
2000-10-01,101.340167526152
2000-11-01,101.39402348811
2000-12-01,101.382604091791
2001-01-01,101.305505185494
2001-02-01,101.166195339508
2001-03-01,100.971112647007
2001-04-01,100.73308274074
2001-05-01,100.46729508286
2001-06-01,100.19032770388
2001-07-01,99.9211258398401
2001-08-01,99.6815558209469
2001-09-01,99.4963945557679
2001-10-01,99.3912229455687
2001-11-01,99.3857449651484
2001-12-01,99.4812813200016
2002-01-01,99.6406638385664
2002-02-01,99.8152938253046
