date,line,station,dpea
2022-01-01,1,Parada Inglesa ,7000.0
2022-01-01,1,Sé,125000.0
2022-01-01,1,Carandiru ,7000.0
2022-01-01,1,Japão-Liberdade ,14000.0
2022-01-01,1,Portuguesa-Tietê ,35000.0
2022-01-01,1,Vergueiro ,16000.0
2022-01-01,1,Conceição ,16000.0
2022-01-01,1,São Judas ,10000.0
2022-01-01,1,Saúde ,18000.0
2022-01-01,1,Praça da Árvore ,10000.0
2022-01-01,1,Jabaquara,53000.0
2022-01-01,1,Santa Cruz,66000.0
2022-01-01,1,Vila Mariana ,11000.0
2022-01-01,1,Ana Rosa,46000.0
2022-01-01,1,Paraíso,57000.0
2022-01-01,1,São Joaquim ,14000.0
2022-02-01,1,Sé,145000.0
2022-02-01,1,Parada Inglesa ,9000.0
2022-02-01,1,Jardim São Paulo-Ayrton Senna,8000.0
2022-02-01,1,Santana ,38000.0
2022-02-01,1,Carandiru ,9000.0
2022-02-01,1,Portuguesa-Tietê ,36000.0
2022-02-01,1,Armênia ,17000.0
2022-02-01,1,Tiradentes ,13000.0
2022-02-01,1,Luz,100000.0
2022-02-01,1,São Bento,42000.0
2022-02-01,1,Tucuruvi ,46000.0
2022-02-01,1,Japão-Liberdade ,16000.0
2022-02-01,1,Vergueiro ,21000.0
2022-02-01,1,Paraíso,69000.0
2022-02-01,1,Ana Rosa,57000.0
2022-02-01,1,Vila Mariana ,15000.0
2022-02-01,1,Santa Cruz,77000.0
2022-02-01,1,Praça da Árvore ,12000.0
2022-02-01,1,Saúde ,22000.0
2022-02-01,1,São Judas ,11000.0
2022-02-01,1,Conceição ,20000.0
2022-02-01,1,Jabaquara,58000.0
2022-02-01,1,São Joaquim ,18000.0
2022-03-01,1,Luz,108000.0
2022-03-01,1,Tiradentes ,15000.0
2022-03-01,1,Armênia ,19000.0
2022-03-01,1,Portuguesa-Tietê ,40000.0
2022-03-01,1,São Bento,44000.0
2022-03-01,1,Santana ,45000.0
2022-03-01,1,Jardim São Paulo-Ayrton Senna,10000.0
2022-03-01,1,Parada Inglesa ,10000.0
2022-03-01,1,Tucuruvi ,50000.0
2022-03-01,1,Carandiru ,10000.0
2022-03-01,1,Sé,164000.0
2022-03-01,1,Vila Mariana ,18000.0
2022-03-01,1,São Joaquim ,23000.0
2022-03-01,1,Conceição ,22000.0
2022-03-01,1,São Judas ,13000.0
2022-03-01,1,Saúde ,24000.0
2022-03-01,1,Praça da Árvore ,14000.0
2022-03-01,1,Jabaquara,63000.0
2022-03-01,1,Japão-Liberdade ,18000.0
2022-03-01,1,Ana Rosa,65000.0
2022-03-01,1,Paraíso,80000.0
2022-03-01,1,Vergueiro ,23000.0
2022-03-01,1,Santa Cruz,84000.0
2022-04-01,1,Sé,168000.0
2022-04-01,1,Parada Inglesa ,11000.0
2022-04-01,1,Jardim São Paulo-Ayrton Senna,10000.0
2022-04-01,1,Santana ,47000.0
2022-04-01,1,Carandiru ,10000.0
2022-04-01,1,Portuguesa-Tietê ,43000.0
2022-04-01,1,Armênia ,21000.0
2022-04-01,1,Tiradentes ,15000.0
2022-04-01,1,Luz,114000.0
2022-04-01,1,São Bento,47000.0
2022-04-01,1,Japão-Liberdade ,20000.0
2022-04-01,1,Tucuruvi ,53000.0
2022-04-01,1,Vergueiro ,24000.0
2022-04-01,1,Jabaquara,66000.0
2022-04-01,1,Conceição ,24000.0
2022-04-01,1,São Judas ,14000.0
2022-04-01,1,Saúde ,25000.0
2022-04-01,1,São Joaquim ,24000.0
2022-04-01,1,Santa Cruz,89000.0
2022-04-01,1,Vila Mariana ,19000.0
2022-04-01,1,Ana Rosa,68000.0
2022-04-01,1,Paraíso,84000.0
2022-04-01,1,Praça da Árvore ,14000.0
2022-05-01,1,Sé,165000.0
2022-05-01,1,Parada Inglesa ,11000.0
2022-05-01,1,Jardim São Paulo-Ayrton Senna,10000.0
2022-05-01,1,Santana ,47000.0
2022-05-01,1,Carandiru ,10000.0
2022-05-01,1,Portuguesa-Tietê ,42000.0
2022-05-01,1,Armênia ,21000.0
2022-05-01,1,Tiradentes ,15000.0
2022-05-01,1,Luz,115000.0
2022-05-01,1,São Bento,46000.0
2022-05-01,1,Tucuruvi ,52000.0
2022-05-01,1,Japão-Liberdade ,19000.0
2022-05-01,1,Vergueiro ,24000.0
2022-05-01,1,Paraíso,84000.0
2022-05-01,1,Ana Rosa,68000.0
2022-05-01,1,Vila Mariana ,19000.0
2022-05-01,1,Santa Cruz,88000.0
2022-05-01,1,Praça da Árvore ,14000.0
2022-05-01,1,Saúde ,25000.0
2022-05-01,1,São Judas ,13000.0
2022-05-01,1,Conceição ,23000.0
2022-05-01,1,Jabaquara,66000.0
2022-05-01,1,São Joaquim ,24000.0
2022-06-01,1,São Bento,46000.0
2022-06-01,1,Luz,111000.0
2022-06-01,1,Tiradentes ,14000.0
2022-06-01,1,Armênia ,20000.0
2022-06-01,1,Sé,161000.0
2022-06-01,1,Carandiru ,10000.0
2022-06-01,1,Santana ,43000.0
2022-06-01,1,Jardim São Paulo-Ayrton Senna,10000.0
2022-06-01,1,Parada Inglesa ,11000.0
2022-06-01,1,Portuguesa-Tietê ,41000.0
2022-06-01,1,Japão-Liberdade ,18000.0
2022-06-01,1,Tucuruvi ,51000.0
2022-06-01,1,Vergueiro ,22000.0
2022-06-01,1,Jabaquara,64000.0
2022-06-01,1,Conceição ,22000.0
2022-06-01,1,São Judas ,13000.0
2022-06-01,1,Saúde ,24000.0
2022-06-01,1,São Joaquim ,22000.0
2022-06-01,1,Santa Cruz,86000.0
2022-06-01,1,Vila Mariana ,17000.0
2022-06-01,1,Ana Rosa,66000.0
2022-06-01,1,Paraíso,81000.0
2022-06-01,1,Praça da Árvore ,14000.0
2022-07-01,1,Tucuruvi ,49000.0
2022-07-01,1,Parada Inglesa ,10000.0
2022-07-01,1,Jardim São Paulo-Ayrton Senna,9000.0
2022-07-01,1,Santana ,44000.0
2022-07-01,1,Carandiru ,9000.0
2022-07-01,1,Portuguesa-Tietê ,44000.0
2022-07-01,1,Armênia ,19000.0
2022-07-01,1,Tiradentes ,12000.0
2022-07-01,1,São Bento,46000.0
2022-07-01,1,Sé,155000.0
2022-07-01,1,Japão-Liberdade ,20000.0
2022-07-01,1,Luz,111000.0
2022-07-01,1,Vergueiro ,21000.0
2022-07-01,1,São Joaquim ,18000.0
2022-07-01,1,Conceição ,21000.0
2022-07-01,1,São Judas ,13000.0
2022-07-01,1,Saúde ,23000.0
2022-07-01,1,Praça da Árvore ,13000.0
2022-07-01,1,Jabaquara,64000.0
2022-07-01,1,Vila Mariana ,14000.0
2022-07-01,1,Ana Rosa,62000.0
2022-07-01,1,Paraíso,77000.0
2022-07-01,1,Santa Cruz,84000.0
2022-08-01,1,Sé,165000.0
2022-08-01,1,Tucuruvi ,53000.0
2022-08-01,1,Parada Inglesa ,11000.0
2022-08-01,1,Jardim São Paulo-Ayrton Senna,10000.0
2022-08-01,1,Santana ,47000.0
2022-08-01,1,Carandiru ,10000.0
2022-08-01,1,Portuguesa-Tietê ,42000.0
2022-08-01,1,Armênia ,20000.0
2022-08-01,1,Tiradentes ,15000.0
2022-08-01,1,São Bento,46000.0
2022-08-01,1,Japão-Liberdade ,20000.0
2022-08-01,1,Luz,117000.0
2022-08-01,1,Vergueiro ,25000.0
2022-08-01,1,Conceição ,23000.0
2022-08-01,1,São Judas ,13000.0
2022-08-01,1,Saúde ,25000.0
2022-08-01,1,Praça da Árvore ,15000.0
2022-08-01,1,Jabaquara,66000.0
2022-08-01,1,Vila Mariana ,19000.0
2022-08-01,1,Ana Rosa,70000.0
2022-08-01,1,Paraíso,87000.0
2022-08-01,1,Santa Cruz,89000.0
2022-08-01,1,São Joaquim ,25000.0
2022-09-01,1,Tucuruvi ,54000.0
2022-09-01,1,Sé,168000.0
2022-09-01,1,Parada Inglesa ,11000.0
2022-09-01,1,Jardim São Paulo-Ayrton Senna,11000.0
2022-09-01,1,Santana ,48000.0
2022-09-01,1,Carandiru ,11000.0
2022-09-01,1,Portuguesa-Tietê ,44000.0
2022-09-01,1,Armênia ,21000.0
2022-09-01,1,Tiradentes ,16000.0
2022-09-01,1,Luz,119000.0
2022-09-01,1,São Bento,47000.0
2022-09-01,1,Japão-Liberdade ,20000.0
2022-09-01,1,Vergueiro ,25000.0
2022-09-01,1,Paraíso,89000.0
2022-09-01,1,Ana Rosa,71000.0
2022-09-01,1,Vila Mariana ,19000.0
2022-09-01,1,Santa Cruz,90000.0
2022-09-01,1,Praça da Árvore ,14000.0
2022-09-01,1,Saúde ,26000.0
2022-09-01,1,São Judas ,14000.0
2022-09-01,1,Conceição ,24000.0
2022-09-01,1,Jabaquara,67000.0
2022-09-01,1,São Joaquim ,28000.0
2022-10-01,1,Tucuruvi ,55000.0
2022-10-01,1,Luz,127000.0
2022-10-01,1,Tiradentes ,15000.0
2022-10-01,1,Armênia ,20000.0
2022-10-01,1,São Bento,52000.0
2022-10-01,1,Carandiru ,10000.0
2022-10-01,1,Santana ,48000.0
2022-10-01,1,Jardim São Paulo-Ayrton Senna,11000.0
2022-10-01,1,Parada Inglesa ,12000.0
2022-10-01,1,Portuguesa-Tietê ,44000.0
2022-10-01,1,Sé,170000.0
2022-10-01,1,Paraíso,89000.0
2022-10-01,1,São Joaquim ,29000.0
2022-10-01,1,Japão-Liberdade ,21000.0
2022-10-01,1,Jabaquara,69000.0
2022-10-01,1,Conceição ,24000.0
2022-10-01,1,São Judas ,15000.0
2022-10-01,1,Saúde ,26000.0
2022-10-01,1,Santa Cruz,91000.0
2022-10-01,1,Vila Mariana ,19000.0
2022-10-01,1,Ana Rosa,71000.0
2022-10-01,1,Praça da Árvore ,15000.0
2022-10-01,1,Vergueiro ,25000.0
2022-11-01,1,Tiradentes ,15000.0
2022-11-01,1,Tucuruvi ,55000.0
2022-11-01,1,Parada Inglesa ,12000.0
2022-11-01,1,Jardim São Paulo-Ayrton Senna,11000.0
2022-11-01,1,Santana ,49000.0
2022-11-01,1,Carandiru ,11000.0
2022-11-01,1,Portuguesa-Tietê ,43000.0
2022-11-01,1,Armênia ,21000.0
2022-11-01,1,Luz,126000.0
2022-11-01,1,São Bento,53000.0
2022-11-01,1,Sé,173000.0
2022-11-01,1,Japão-Liberdade ,20000.0
2022-11-01,1,Vergueiro ,25000.0
2022-11-01,1,Paraíso,90000.0
2022-11-01,1,Ana Rosa,72000.0
2022-11-01,1,Vila Mariana ,19000.0
2022-11-01,1,Santa Cruz,91000.0
2022-11-01,1,Praça da Árvore ,15000.0
2022-11-01,1,Saúde ,27000.0
2022-11-01,1,São Judas ,14000.0
2022-11-01,1,Conceição ,25000.0
2022-11-01,1,Jabaquara,69000.0
2022-11-01,1,São Joaquim ,28000.0
2022-12-01,1,Luz,113000.0
2022-12-01,1,Tiradentes ,11000.0
2022-12-01,1,Armênia ,17000.0
2022-12-01,1,Portuguesa-Tietê ,44000.0
2022-12-01,1,Paraíso,75000.0
2022-12-01,1,Santana ,43000.0
2022-12-01,1,Jardim São Paulo-Ayrton Senna,9000.0
2022-12-01,1,Parada Inglesa ,10000.0
2022-12-01,1,São Bento,52000.0
2022-12-01,1,Tucuruvi ,49000.0
2022-12-01,1,Carandiru ,9000.0
2022-12-01,1,Sé,154000.0
2022-12-01,1,Santa Cruz,82000.0
2022-12-01,1,São Joaquim ,19000.0
2022-12-01,1,Vergueiro ,21000.0
2022-12-01,1,Ana Rosa,60000.0
2022-12-01,1,Vila Mariana ,14000.0
2022-12-01,1,Praça da Árvore ,13000.0
2022-12-01,1,Saúde ,23000.0
2022-12-01,1,São Judas ,13000.0
2022-12-01,1,Conceição ,21000.0
2022-12-01,1,Jabaquara,64000.0
2022-12-01,1,Japão-Liberdade ,20000.0
2023-01-01,1,Luz,108000.0
2023-01-01,1,Tiradentes ,10000.0
2023-01-01,1,Armênia ,17000.0
2023-01-01,1,Parada Inglesa ,9000.0
2023-01-01,1,Carandiru ,8000.0
2023-01-01,1,Santana ,41000.0
2023-01-01,1,Jardim São Paulo-Ayrton Senna,8000.0
2023-01-01,1,São Bento,48000.0
2023-01-01,1,Portuguesa-Tietê ,43000.0
2023-01-01,1,Sé,144000.0
2023-01-01,1,Ana Rosa,59000.0
2023-01-01,1,São Joaquim ,17000.0
2023-01-01,1,Vergueiro ,21000.0
2023-01-01,1,Paraíso,73000.0
2023-01-01,1,Vila Mariana ,13000.0
2023-01-01,1,Santa Cruz,76000.0
2023-01-01,1,Praça da Árvore ,12000.0
2023-01-01,1,Saúde ,21000.0
2023-01-01,1,São Judas ,12000.0
2023-01-01,1,Conceição ,20000.0
2023-01-01,1,Japão-Liberdade ,19000.0
2023-01-01,1,Tucuruvi ,47000.0
2023-01-01,1,Jabaquara,63000.0
2023-02-01,1,Armênia ,20000.0
2023-02-01,1,Tucuruvi ,54000.0
2023-02-01,1,Parada Inglesa ,11000.0
2023-02-01,1,Jardim São Paulo-Ayrton Senna,11000.0
2023-02-01,1,Santana ,47000.0
2023-02-01,1,Carandiru ,10000.0
2023-02-01,1,Portuguesa-Tietê ,43000.0
2023-02-01,1,Tiradentes ,15000.0
2023-02-01,1,Luz,122000.0
2023-02-01,1,São Bento,51000.0
2023-02-01,1,Japão-Liberdade ,20000.0
2023-02-01,1,Sé,164000.0
2023-02-01,1,Vergueiro ,25000.0
2023-02-01,1,Paraíso,87000.0
2023-02-01,1,Ana Rosa,70000.0
2023-02-01,1,Vila Mariana ,19000.0
2023-02-01,1,Santa Cruz,88000.0
2023-02-01,1,Praça da Árvore ,15000.0
2023-02-01,1,Saúde ,26000.0
2023-02-01,1,São Judas ,14000.0
2023-02-01,1,Conceição ,24000.0
2023-02-01,1,Jabaquara,66000.0
2023-02-01,1,São Joaquim ,24000.0
2023-03-01,1,Armênia ,21000.0
2023-03-01,1,São Bento,51000.0
2023-03-01,1,Luz,127000.0
2023-03-01,1,Tiradentes ,16000.0
2023-03-01,1,Portuguesa-Tietê ,44000.0
2023-03-01,1,Tucuruvi ,56000.0
2023-03-01,1,Santana ,50000.0
2023-03-01,1,Jardim São Paulo-Ayrton Senna,11000.0
2023-03-01,1,Parada Inglesa ,12000.0
2023-03-01,1,Sé,172000.0
2023-03-01,1,Carandiru ,11000.0
2023-03-01,1,Japão-Liberdade ,22000.0
2023-03-01,1,Praça da Árvore ,15000.0
2023-03-01,1,Vergueiro ,26000.0
2023-03-01,1,Paraíso,94000.0
2023-03-01,1,Ana Rosa,75000.0
2023-03-01,1,Vila Mariana ,21000.0
2023-03-01,1,Santa Cruz,91000.0
2023-03-01,1,Saúde ,27000.0
2023-03-01,1,São Judas ,15000.0
2023-03-01,1,Conceição ,26000.0
2023-03-01,1,Jabaquara,70000.0
2023-03-01,1,São Joaquim ,33000.0
2023-04-01,1,Tiradentes ,16000.0
2023-04-01,1,Armênia ,21000.0
2023-04-01,1,Portuguesa-Tietê ,45000.0
2023-04-01,1,Carandiru ,11000.0
2023-04-01,1,Jabaquara,72000.0
2023-04-01,1,Jardim São Paulo-Ayrton Senna,11000.0
2023-04-01,1,Parada Inglesa ,12000.0
2023-04-01,1,Tucuruvi ,56000.0
2023-04-01,1,Luz,130000.0
2023-04-01,1,Santana ,50000.0
2023-04-01,1,São Bento,51000.0
2023-04-01,1,Sé,171000.0
2023-04-01,1,Japão-Liberdade ,22000.0
2023-04-01,1,Conceição ,26000.0
2023-04-01,1,Saúde ,27000.0
