month,line,station,dpea
2021-01-01,2,Vila Madalena,10.0
2021-01-01,2,Santuário N.S. de Fátima-Sumaré ,5.0
2021-01-01,2,Clínicas ,13.0
2021-01-01,2,Consolação,49.0
2021-01-01,2,Trianon-Masp ,21.0
2021-01-01,2,Brigadeiro ,25.0
2021-01-01,2,Paraíso,38.0
2021-01-01,2,Vila Prudente,40.0
2021-01-01,2,Chácara Klabin ,40.0
2021-01-01,2,Santos-Imigrantes ,8.0
2021-01-01,2,Alto do Ipiranga ,9.0
2021-01-01,2,Sacomã,23.0
2021-01-01,2,Tamanduateí,36.0
2021-01-01,2,Ana Rosa,36.0
2021-02-01,2,Vila Prudente,43.0
2021-02-01,2,Vila Madalena,11.0
2021-02-01,2,Santuário N.S. de Fátima-Sumaré ,5.0
2021-02-01,2,Clínicas ,14.0
2021-02-01,2,Consolação,53.0
2021-02-01,2,Trianon-Masp ,22.0
2021-02-01,2,Brigadeiro ,26.0
2021-02-01,2,Paraíso,40.0
2021-02-01,2,Ana Rosa,39.0
2021-02-01,2,Chácara Klabin ,43.0
2021-02-01,2,Santos-Imigrantes ,8.0
2021-02-01,2,Alto do Ipiranga ,10.0
2021-02-01,2,Sacomã,25.0
2021-02-01,2,Tamanduateí,36.0
2021-03-01,2,Vila Madalena,9.0
2021-03-01,2,Santuário N.S. de Fátima-Sumaré ,4.0
2021-03-01,2,Clínicas ,12.0
2021-03-01,2,Consolação,40.0
2021-03-01,2,Trianon-Masp ,17.0
2021-03-01,2,Brigadeiro ,20.0
2021-03-01,2,Tamanduateí,35.0
2021-03-01,2,Ana Rosa,30.0
2021-03-01,2,Chácara Klabin ,37.0
2021-03-01,2,Santos-Imigrantes ,7.0
2021-03-01,2,Alto do Ipiranga ,8.0
2021-03-01,2,Sacomã,21.0
2021-03-01,2,Vila Prudente,36.0
2021-03-01,2,Paraíso,32.0
2021-04-01,2,Trianon-Masp ,16.0
2021-04-01,2,Vila Madalena,8.0
2021-04-01,2,Santuário N.S. de Fátima-Sumaré ,4.0
2021-04-01,2,Clínicas ,12.0
2021-04-01,2,Consolação,38.0
2021-04-01,2,Brigadeiro ,19.0
2021-04-01,2,Chácara Klabin ,35.0
2021-04-01,2,Ana Rosa,29.0
2021-04-01,2,Vila Prudente,35.0
2021-04-01,2,Paraíso,31.0
2021-04-01,2,Tamanduateí,36.0
2021-04-01,2,Santos-Imigrantes ,7.0
2021-04-01,2,Sacomã,20.0
2021-04-01,2,Alto do Ipiranga ,8.0
2021-05-01,2,Vila Madalena,9.0
2021-05-01,2,Santuário N.S. de Fátima-Sumaré ,4.0
2021-05-01,2,Consolação,44.0
2021-05-01,2,Trianon-Masp ,19.0
2021-05-01,2,Brigadeiro ,23.0
2021-05-01,2,Clínicas ,13.0
2021-05-01,2,Ana Rosa,35.0
2021-05-01,2,Chácara Klabin ,40.0
2021-05-01,2,Santos-Imigrantes ,8.0
2021-05-01,2,Alto do Ipiranga ,9.0
2021-05-01,2,Sacomã,23.0
2021-05-01,2,Tamanduateí,40.0
2021-05-01,2,Paraíso,36.0
2021-05-01,2,Vila Prudente,40.0
2021-06-01,2,Clínicas ,13.0
2021-06-01,2,Consolação,47.0
2021-06-01,2,Trianon-Masp ,20.0
2021-06-01,2,Brigadeiro ,24.0
2021-06-01,2,Paraíso,37.0
2021-06-01,2,Santos-Imigrantes ,8.0
2021-06-01,2,Chácara Klabin ,43.0
2021-06-01,2,Alto do Ipiranga ,9.0
2021-06-01,2,Sacomã,24.0
2021-06-01,2,Tamanduateí,43.0
2021-06-01,2,Vila Prudente,40.0
2021-06-01,2,Ana Rosa,36.0
2021-06-01,2,Santuário N.S. de Fátima-Sumaré ,5.0
2021-06-01,2,Vila Madalena,10.0
2021-07-01,2,Tamanduateí,43.0
2021-07-01,2,Vila Prudente,44.0
2021-07-01,2,Vila Madalena,10.0
2021-07-01,2,Santuário N.S. de Fátima-Sumaré ,5.0
2021-07-01,2,Clínicas ,13.0
2021-07-01,2,Consolação,50.0
2021-07-01,2,Trianon-Masp ,21.0
2021-07-01,2,Ana Rosa,37.0
2021-07-01,2,Paraíso,38.0
2021-07-01,2,Chácara Klabin ,43.0
2021-07-01,2,Santos-Imigrantes ,8.0
2021-07-01,2,Alto do Ipiranga ,10.0
2021-07-01,2,Brigadeiro ,25.0
2021-07-01,2,Sacomã,25.0
2021-08-01,2,Vila Madalena,12.0
2021-08-01,2,Santuário N.S. de Fátima-Sumaré ,5.0
2021-08-01,2,Clínicas ,14.0
2021-08-01,2,Consolação,55.0
2021-08-01,2,Trianon-Masp ,24.0
2021-08-01,2,Brigadeiro ,28.0
2021-08-01,2,Ana Rosa,40.0
2021-08-01,2,Chácara Klabin ,48.0
2021-08-01,2,Santos-Imigrantes ,9.0
2021-08-01,2,Alto do Ipiranga ,11.0
2021-08-01,2,Sacomã,27.0
2021-08-01,2,Tamanduateí,47.0
2021-08-01,2,Vila Prudente,49.0
2021-08-01,2,Paraíso,41.0
2021-09-01,2,Vila Madalena,13.0
2021-09-01,2,Clínicas ,15.0
2021-09-01,2,Consolação,60.0
2021-09-01,2,Trianon-Masp ,26.0
2021-09-01,2,Paraíso,45.0
2021-09-01,2,Santuário N.S. de Fátima-Sumaré ,6.0
2021-09-01,2,Chácara Klabin ,51.0
2021-09-01,2,Ana Rosa,44.0
2021-09-01,2,Vila Prudente,53.0
2021-09-01,2,Tamanduateí,50.0
2021-09-01,2,Brigadeiro ,30.0
2021-09-01,2,Alto do Ipiranga ,12.0
2021-09-01,2,Sacomã,29.0
2021-09-01,2,Santos-Imigrantes ,10.0
2021-10-01,2,Vila Madalena,13.0
2021-10-01,2,Santuário N.S. de Fátima-Sumaré ,6.0
2021-10-01,2,Consolação,64.0
2021-10-01,2,Trianon-Masp ,28.0
2021-10-01,2,Brigadeiro ,32.0
2021-10-01,2,Clínicas ,15.0
2021-10-01,2,Ana Rosa,46.0
2021-10-01,2,Chácara Klabin ,54.0
2021-10-01,2,Santos-Imigrantes ,10.0
2021-10-01,2,Alto do Ipiranga ,13.0
2021-10-01,2,Sacomã,30.0
2021-10-01,2,Tamanduateí,53.0
2021-10-01,2,Vila Prudente,54.0
2021-10-01,2,Paraíso,47.0
2021-11-01,2,Vila Madalena,15.0
2021-11-01,2,Santuário N.S. de Fátima-Sumaré ,7.0
2021-11-01,2,Clínicas ,16.0
2021-11-01,2,Consolação,70.0
2021-11-01,2,Trianon-Masp ,30.0
2021-11-01,2,Brigadeiro ,35.0
2021-11-01,2,Santos-Imigrantes ,11.0
2021-11-01,2,Ana Rosa,50.0
2021-11-01,2,Chácara Klabin ,58.0
2021-11-01,2,Alto do Ipiranga ,14.0
2021-11-01,2,Sacomã,32.0
2021-11-01,2,Tamanduateí,50.0
2021-11-01,2,Paraíso,51.0
2021-11-01,2,Vila Prudente,58.0
2021-12-01,2,Vila Madalena,13.0
2021-12-01,2,Tamanduateí,53.0
2021-12-01,2,Sacomã,30.0
2021-12-01,2,Alto do Ipiranga ,13.0
2021-12-01,2,Santos-Imigrantes ,10.0
2021-12-01,2,Chácara Klabin ,54.0
2021-12-01,2,Ana Rosa,47.0
2021-12-01,2,Paraíso,48.0
2021-12-01,2,Brigadeiro ,33.0
2021-12-01,2,Trianon-Masp ,29.0
2021-12-01,2,Consolação,65.0
2021-12-01,2,Clínicas ,15.0
2021-12-01,2,Vila Prudente,54.0
2021-12-01,2,Santuário N.S. de Fátima-Sumaré ,6.0
2023-01-01,2,Vila Prudente,61.0
2023-01-01,2,Vila Madalena,15.0
2023-01-01,2,Santuário N.S. de Fátima-Sumaré ,7.0
2023-01-01,2,Clínicas ,17.0
2023-01-01,2,Consolação,76.0
2023-01-01,2,Brigadeiro ,40.0
2023-01-01,2,Paraíso,51.0
2023-01-01,2,Trianon-Masp ,35.0
2023-01-01,2,Chácara Klabin ,51.0
2023-01-01,2,Santos-Imigrantes ,11.0
2023-01-01,2,Alto do Ipiranga ,14.0
2023-01-01,2,Sacomã,33.0
2023-01-01,2,Tamanduateí,60.0
2023-01-01,2,Ana Rosa,49.0
2023-02-01,2,Trianon-Masp ,41.0
2023-02-01,2,Vila Prudente,71.0
2023-02-01,2,Vila Madalena,19.0
2023-02-01,2,Clínicas ,20.0
2023-02-01,2,Consolação,90.0
2023-02-01,2,Brigadeiro ,45.0
2023-02-01,2,Santuário N.S. de Fátima-Sumaré ,9.0
2023-02-01,2,Ana Rosa,57.0
2023-02-01,2,Chácara Klabin ,61.0
2023-02-01,2,Santos-Imigrantes ,13.0
2023-02-01,2,Tamanduateí,68.0
2023-02-01,2,Alto do Ipiranga ,17.0
2023-02-01,2,Sacomã,38.0
2023-02-01,2,Paraíso,59.0
2023-03-01,2,Vila Madalena,20.0
2023-03-01,2,Santuário N.S. de Fátima-Sumaré ,10.0
2023-03-01,2,Clínicas ,21.0
2023-03-01,2,Consolação,99.0
2023-03-01,2,Trianon-Masp ,46.0
2023-03-01,2,Brigadeiro ,48.0
2023-03-01,2,Ana Rosa,60.0
2023-03-01,2,Chácara Klabin ,64.0
2023-03-01,2,Santos-Imigrantes ,14.0
2023-03-01,2,Alto do Ipiranga ,18.0
2023-03-01,2,Sacomã,40.0
2023-03-01,2,Tamanduateí,71.0
2023-03-01,2,Vila Prudente,74.0
2023-03-01,2,Paraíso,63.0
2023-04-01,2,Trianon-Masp ,46.0
2023-04-01,2,Vila Madalena,20.0
2023-04-01,2,Santuário N.S. de Fátima-Sumaré ,10.0
2023-04-01,2,Clínicas ,21.0
2023-04-01,2,Consolação,99.0
2023-04-01,2,Brigadeiro ,48.0
2023-04-01,2,Tamanduateí,72.0
2023-04-01,2,Ana Rosa,61.0
2023-04-01,2,Chácara Klabin ,63.0
