month,line,station,dpea
2023-04-01,2,Santos-Imigrantes ,14.0
2023-04-01,2,Alto do Ipiranga ,18.0
2023-04-01,2,Sacomã,40.0
2023-04-01,2,Vila Prudente,76.0
2023-04-01,2,Paraíso,63.0
2023-05-01,2,Vila Madalena,
2023-05-01,2,Santuário N.S. de Fátima-Sumaré ,
2023-05-01,2,Consolação,
2023-05-01,2,Trianon-Masp ,
2023-05-01,2,Brigadeiro ,
2023-05-01,2,Clínicas ,
2023-05-01,2,Ana Rosa,
2023-05-01,2,Chácara Klabin ,
2023-05-01,2,Santos-Imigrantes ,
2023-05-01,2,Alto do Ipiranga ,
2023-05-01,2,Sacomã,
2023-05-01,2,Tamanduateí,
2023-05-01,2,Vila Prudente,
2023-05-01,2,Paraíso,
2023-06-01,2,Clínicas ,
2023-06-01,2,Consolação,
2023-06-01,2,Trianon-Masp ,
2023-06-01,2,Brigadeiro ,
2023-06-01,2,Paraíso,
2023-06-01,2,Santos-Imigrantes ,
2023-06-01,2,Chácara Klabin ,
2023-06-01,2,Alto do Ipiranga ,
2023-06-01,2,Sacomã,
2023-06-01,2,Tamanduateí,
2023-06-01,2,Vila Prudente,
2023-06-01,2,Ana Rosa,
2023-06-01,2,Vila Madalena,
2023-06-01,2,Santuário N.S. de Fátima-Sumaré ,
2023-07-01,2,Tamanduateí,
2023-07-01,2,Vila Prudente,
2023-07-01,2,Vila Madalena,
2023-07-01,2,Santuário N.S. de Fátima-Sumaré ,
2023-07-01,2,Clínicas ,
2023-07-01,2,Consolação,
2023-07-01,2,Trianon-Masp ,
2023-07-01,2,Chácara Klabin ,
2023-07-01,2,Paraíso,
2023-07-01,2,Ana Rosa,
2023-07-01,2,Santos-Imigrantes ,
2023-07-01,2,Alto do Ipiranga ,
2023-07-01,2,Brigadeiro ,
2023-07-01,2,Sacomã,
2023-08-01,2,Vila Madalena,
2023-08-01,2,Santuário N.S. de Fátima-Sumaré ,
2023-08-01,2,Clínicas ,
2023-08-01,2,Consolação,
2023-08-01,2,Trianon-Masp ,
2023-08-01,2,Brigadeiro ,
2023-08-01,2,Ana Rosa,
2023-08-01,2,Chácara Klabin ,
2023-08-01,2,Santos-Imigrantes ,
2023-08-01,2,Alto do Ipiranga ,
2023-08-01,2,Sacomã,
2023-08-01,2,Tamanduateí,
2023-08-01,2,Vila Prudente,
2023-08-01,2,Paraíso,
2023-09-01,2,Vila Madalena,
2023-09-01,2,Clínicas ,
2023-09-01,2,Consolação,
2023-09-01,2,Trianon-Masp ,
2023-09-01,2,Paraíso,
2023-09-01,2,Santuário N.S. de Fátima-Sumaré ,
2023-09-01,2,Chácara Klabin ,
2023-09-01,2,Ana Rosa,
2023-09-01,2,Vila Prudente,
2023-09-01,2,Tamanduateí,
2023-09-01,2,Brigadeiro ,
2023-09-01,2,Alto do Ipiranga ,
2023-09-01,2,Sacomã,
2023-09-01,2,Santos-Imigrantes ,
2023-10-01,2,Vila Madalena,
2023-10-01,2,Santuário N.S. de Fátima-Sumaré ,
2023-10-01,2,Consolação,
2023-10-01,2,Trianon-Masp ,
2023-10-01,2,Brigadeiro ,
2023-10-01,2,Clínicas ,
2023-10-01,2,Ana Rosa,
2023-10-01,2,Chácara Klabin ,
2023-10-01,2,Santos-Imigrantes ,
2023-10-01,2,Alto do Ipiranga ,
2023-10-01,2,Sacomã,
2023-10-01,2,Tamanduateí,
2023-10-01,2,Vila Prudente,
2023-10-01,2,Paraíso,
2023-11-01,2,Vila Madalena,
2023-11-01,2,Santuário N.S. de Fátima-Sumaré ,
2023-11-01,2,Clínicas ,
2023-11-01,2,Consolação,
2023-11-01,2,Trianon-Masp ,
2023-11-01,2,Brigadeiro ,
2023-11-01,2,Santos-Imigrantes ,
2023-11-01,2,Ana Rosa,
2023-11-01,2,Chácara Klabin ,
2023-11-01,2,Alto do Ipiranga ,
2023-11-01,2,Sacomã,
2023-11-01,2,Tamanduateí,
2023-11-01,2,Paraíso,
2023-11-01,2,Vila Prudente,
2023-12-01,2,Clínicas ,
2023-12-01,2,Vila Prudente,
2023-12-01,2,Tamanduateí,
2023-12-01,2,Sacomã,
2023-12-01,2,Alto do Ipiranga ,
2023-12-01,2,Santos-Imigrantes ,
2023-12-01,2,Chácara Klabin ,
2023-12-01,2,Ana Rosa,
2023-12-01,2,Paraíso,
2023-12-01,2,Brigadeiro ,
2023-12-01,2,Trianon-Masp ,
2023-12-01,2,Consolação,
2023-12-01,2,Santuário N.S. de Fátima-Sumaré ,
2023-12-01,2,Vila Madalena,
