month,line,station,dpea
2021-01-01,1,Tucuruvi ,36.0
2021-01-01,1,Parada Inglesa ,7.0
2021-01-01,1,Jardim São Paulo-Ayrton Senna,6.0
2021-01-01,1,Santana ,33.0
2021-01-01,1,Carandiru ,6.0
2021-01-01,1,Portuguesa-Tietê ,31.0
2021-01-01,1,Armênia ,14.0
2021-01-01,1,Tiradentes ,7.0
2021-01-01,1,Luz,70.0
2021-01-01,1,São Bento,36.0
2021-01-01,1,Sé2,119.0
2021-01-01,1,Jabaquara,46.0
2021-01-01,1,São Joaquim ,12.0
2021-01-01,1,Vergueiro ,15.0
2021-01-01,1,Paraíso¹,49.0
2021-01-01,1,Ana Rosa¹,40.0
2021-01-01,1,Vila Mariana ,10.0
2021-01-01,1,Santa Cruz,60.0
2021-01-01,1,Praça da Árvore ,9.0
2021-01-01,1,Saúde ,16.0
2021-01-01,1,São Judas ,9.0
2021-01-01,1,Conceição ,15.0
2021-01-01,1,Japão-Liberdade ,12.0
2021-02-01,1,Tiradentes ,9.0
2021-02-01,1,Armênia ,15.0
2021-02-01,1,Portuguesa-Tietê ,29.0
2021-02-01,1,Carandiru ,6.0
2021-02-01,1,Jabaquara,48.0
2021-02-01,1,Jardim São Paulo-Ayrton Senna,6.0
2021-02-01,1,Parada Inglesa ,7.0
2021-02-01,1,Tucuruvi ,37.0
2021-02-01,1,Luz,74.0
2021-02-01,1,Santana ,35.0
2021-02-01,1,São Bento,36.0
2021-02-01,1,Sé2,125.0
2021-02-01,1,Japão-Liberdade ,12.0
2021-02-01,1,São Judas ,9.0
2021-02-01,1,Saúde ,17.0
2021-02-01,1,Praça da Árvore ,10.0
2021-02-01,1,Santa Cruz,65.0
2021-02-01,1,Conceição ,16.0
2021-02-01,1,Ana Rosa¹,43.0
2021-02-01,1,Paraíso¹,53.0
2021-02-01,1,Vergueiro ,17.0
2021-02-01,1,São Joaquim ,14.0
2021-02-01,1,Vila Mariana ,10.0
2021-03-01,1,Luz,57.0
2021-03-01,1,Tucuruvi ,30.0
2021-03-01,1,Parada Inglesa ,6.0
2021-03-01,1,Jardim São Paulo-Ayrton Senna,5.0
2021-03-01,1,Santana ,28.0
2021-03-01,1,Carandiru ,5.0
2021-03-01,1,Portuguesa-Tietê ,23.0
2021-03-01,1,Armênia ,12.0
2021-03-01,1,Tiradentes ,7.0
2021-03-01,1,São Bento,23.0
2021-03-01,1,Conceição ,12.0
2021-03-01,1,Japão-Liberdade ,9.0
2021-03-01,1,São Joaquim ,12.0
2021-03-01,1,Vergueiro ,14.0
2021-03-01,1,Paraíso¹,43.0
2021-03-01,1,Ana Rosa¹,35.0
2021-03-01,1,Vila Mariana ,8.0
2021-03-01,1,Santa Cruz,52.0
2021-03-01,1,Praça da Árvore ,8.0
2021-03-01,1,Saúde ,13.0
2021-03-01,1,São Judas ,7.0
2021-03-01,1,Sé2,100.0
2021-03-01,1,Jabaquara,40.0
2021-04-01,1,Tiradentes ,7.0
2021-04-01,1,Armênia ,12.0
2021-04-01,1,Portuguesa-Tietê ,22.0
2021-04-01,1,Luz,58.0
2021-04-01,1,Santana ,27.0
2021-04-01,1,Jardim São Paulo-Ayrton Senna,4.0
2021-04-01,1,Parada Inglesa ,5.0
2021-04-01,1,Tucuruvi ,29.0
2021-04-01,1,Carandiru ,5.0
2021-04-01,1,São Bento,23.0
2021-04-01,1,Ana Rosa¹,33.0
2021-04-01,1,Japão-Liberdade ,9.0
2021-04-01,1,Jabaquara,39.0
2021-04-01,1,Sé2,96.0
2021-04-01,1,São Judas ,7.0
2021-04-01,1,Saúde ,13.0
2021-04-01,1,Praça da Árvore ,8.0
2021-04-01,1,Conceição ,12.0
2021-04-01,1,Vila Mariana ,8.0
2021-04-01,1,Paraíso¹,42.0
2021-04-01,1,São Joaquim ,11.0
2021-04-01,1,Santa Cruz,50.0
2021-04-01,1,Vergueiro ,13.0
2021-05-01,1,Tucuruvi ,34.0
2021-05-01,1,Jardim São Paulo-Ayrton Senna,5.0
2021-05-01,1,Santana ,32.0
2021-05-01,1,Portuguesa-Tietê ,26.0
2021-05-01,1,Armênia ,14.0
2021-05-01,1,Tiradentes ,8.0
2021-05-01,1,Luz,68.0
2021-05-01,1,São Bento,31.0
2021-05-01,1,Sé2,111.0
2021-05-01,1,Parada Inglesa ,6.0
2021-05-01,1,São Joaquim ,13.0
2021-05-01,1,Japão-Liberdade ,11.0
2021-05-01,1,Jabaquara,45.0
2021-05-01,1,Conceição ,14.0
2021-05-01,1,São Judas ,8.0
2021-05-01,1,Saúde ,15.0
2021-05-01,1,Carandiru ,6.0
2021-05-01,1,Santa Cruz,58.0
2021-05-01,1,Vila Mariana ,9.0
2021-05-01,1,Ana Rosa¹,39.0
2021-05-01,1,Paraíso¹,48.0
2021-05-01,1,Vergueiro ,15.0
2021-05-01,1,Praça da Árvore ,9.0
2021-06-01,1,Jardim São Paulo-Ayrton Senna,6.0
2021-06-01,1,Santana ,32.0
2021-06-01,1,Carandiru ,6.0
2021-06-01,1,Portuguesa-Tietê ,27.0
2021-06-01,1,Armênia ,14.0
2021-06-01,1,Tiradentes ,8.0
2021-06-01,1,Luz,69.0
2021-06-01,1,São Bento,33.0
2021-06-01,1,Parada Inglesa ,7.0
2021-06-01,1,Sé2,116.0
2021-06-01,1,Vergueiro ,16.0
2021-06-01,1,São Joaquim ,14.0
2021-06-01,1,Paraíso¹,50.0
2021-06-01,1,Ana Rosa¹,41.0
2021-06-01,1,Santa Cruz,61.0
2021-06-01,1,Praça da Árvore ,9.0
2021-06-01,1,Saúde ,16.0
2021-06-01,1,São Judas ,9.0
2021-06-01,1,Conceição ,15.0
2021-06-01,1,Jabaquara,46.0
2021-06-01,1,Japão-Liberdade ,12.0
2021-06-01,1,Vila Mariana ,10.0
2021-06-01,1,Tucuruvi ,35.0
2021-07-01,1,Conceição ,15.0
2021-07-01,1,Jabaquara,48.0
2021-07-01,1,Tucuruvi ,36.0
2021-07-01,1,Parada Inglesa ,7.0
2021-07-01,1,Jardim São Paulo-Ayrton Senna,6.0
2021-07-01,1,Santana ,33.0
2021-07-01,1,Carandiru ,6.0
2021-07-01,1,Portuguesa-Tietê ,29.0
2021-07-01,1,Armênia ,15.0
2021-07-01,1,Tiradentes ,8.0
2021-07-01,1,Luz,69.0
2021-07-01,1,São Joaquim ,13.0
2021-07-01,1,Sé2,119.0
2021-07-01,1,São Bento,36.0
2021-07-01,1,Saúde ,16.0
2021-07-01,1,Praça da Árvore ,10.0
2021-07-01,1,Santa Cruz,63.0
2021-07-01,1,São Judas ,9.0
2021-07-01,1,Ana Rosa¹,42.0
2021-07-01,1,Paraíso¹,52.0
2021-07-01,1,Vergueiro ,15.0
2021-07-01,1,Japão-Liberdade ,12.0
2021-07-01,1,Vila Mariana ,10.0
2021-08-01,1,São Bento,36.0
2021-08-01,1,Parada Inglesa ,8.0
2021-08-01,1,Jardim São Paulo-Ayrton Senna,7.0
2021-08-01,1,Santana ,36.0
2021-08-01,1,Carandiru ,7.0
2021-08-01,1,Portuguesa-Tietê ,31.0
