resource_name,resource_link,file_type,line
Entrada de passageiros por estação - Abril 2023,https://www.viaquatro.com.br/Media/ContentPage/Files/e1cadba2fde64535ac253dd5841492c9_demanda-de-passageiros-por-estacao.pdf,pdf,4
Entrada de passageiros por estação - Março 2023,https://www.viaquatro.com.br/Media/ContentPage/Files/4d5ba4a89fb347eca540a0f9fb901412_demanda-de-passageiros-por-estacao.pdf,pdf,4
Entrada de passageiros por estação - Fevereiro 2023,https://www.viaquatro.com.br/Media/ContentPage/Files/e30e230c70794c7284e9303f838b551b_demanda-de-passageiros-por-estacao.pdf,pdf,4
Entrada de passageiros por estação - Janeiro 2023,https://www.viaquatro.com.br/Media/ContentPage/Files/ccdbf3b80ac549618e27eee4b5ad6f7c_demanda-de-passageiros-por-estacao.pdf,pdf,4
Entrada de passageiros por estação - Dezembro de 2022,https://www.viaquatro.com.br/Media/ContentPage/Files/778b590360a846619546fa740a8c819c_demanda-de-passageiros-vq-estacoes-dezembro-2022.pdf,pdf,4
Entrada de passageiros por estação - Novembro de 2022,https://www.viaquatro.com.br/Media/ContentPage/Files/831f2c9a12454dadbf630055a49437a6_demanda-de-passageiros-viaquatro-estacoes-novembro-2022.pdf,pdf,4
Entrada de passageiros por estação - Outubro de 2022,https://www.viaquatro.com.br/Media/ContentPage/Files/41581f7b12404766ab812d94b56db84f_demanda-de-passageiros-por-estacao.pdf,pdf,4
Entrada de passageiros por estação - Setembro 2022,https://www.viaquatro.com.br/Media/ContentPage/Files/352fc5eeeb8c4135b2a46b136d4f0da7_demanda-de-passageiros-por-estacao.pdf,pdf,4
Entrada de passageiros por estação - Agosto 2022,https://www.viaquatro.com.br/Media/ContentPage/Files/bf441a5d366542f9b4b5e72be3ffa6ac_demanda-de-passageiros-por-estacao.pdf,pdf,4
Entrada de passageiros por estação - Julho 2022,https://www.viaquatro.com.br/Media/ContentPage/Files/80e5e13c41234f489b0942ddd5cafdda_demanda-de-passageiros-por-estacao.pdf,pdf,4
Entrada de passageiros por estação - Junho 2022,https://www.viaquatro.com.br/Media/ContentPage/Files/e380f0448e3041a3a1da3ec6993d569f_demanda-de-passageiros-por-estacao.pdf,pdf,4
Entrada de passageiros por estação - Maio 2022,https://www.viaquatro.com.br/Media/ContentPage/Files/3d009751659c42b8b77ac7ac34db192d_demanda-de-passageiros-por-estacao.pdf,pdf,4
Entrada de passageiros por estação - Abril 2022,https://www.viaquatro.com.br/Media/ContentPage/Files/3c10ed546ed246a297970c19ed9b1cfa_entrada-de-passageiros-por-estacao.pdf,pdf,4
Entrada de passageiros por estação - Março 2022,https://www.viaquatro.com.br/Media/ContentPage/Files/63c72fa8dad847e98aa94c2be1789490_entrada-de-passageiros-por-estacao.pdf,pdf,4
Entrada de passageiros por estação - Fevereiro 2022,https://www.viaquatro.com.br/Media/ContentPage/Files/5354df61a19e4f8d9fd92b6c1e15b5ed_entrada-de-passageiros-por-estacao.pdf,pdf,4
Entrada de passageiros por estação - Janeiro 2022,https://www.viaquatro.com.br/Media/ContentPage/Files/98e926e497d44281a4b43621c52c6d2e_demanda-de-passageiros-por-estacao.pdf,pdf,4
Entrada de passageiros por estação - Dezembro 2021,https://www.viaquatro.com.br/Media/ContentPage/Files/5f18966f840a4e3c987da7a89c73bda1_12-demanda-de-passageiros-por-estacao.pdf,pdf,4
Entrada de passageiros por estação - Novembro 2021,https://www.viaquatro.com.br/Media/ContentPage/Files/d8a39ba536904eb0a685e98e245900fe_entrada-de-passageiros-por-estacao-nov.pdf,pdf,4
Entrada de passageiros por estação - Outubro 2021,https://www.viaquatro.com.br/Media/ContentPage/Files/f5c47a4eea3c47f584f77184d74a6582_entrada-de-passageiros-por-estacao.pdf,pdf,4
