year_month,line,total,MDU (Business Days Mean),MSD (Saturdays Mean),MDO (Sundays Mean),MAX (Daily Max)
2020-04-01,5,3695000.0,150000.0,89000.0,51000.0,166000.0
2020-04-01,15,,,,,
2020-04-01,1,6868000.0,277000.0,164000.0,102000.0,317000.0
2020-04-01,2,3726000.0,155000.0,78000.0,49000.0,168000.0
2020-04-01,3,7984000.0,323000.0,189000.0,117000.0,362000.0
2020-05-01,2,4000000.0,171000.0,86000.0,53000.0,178000.0
2020-05-01,3,8889000.0,369000.0,215000.0,127000.0,385000.0
2020-05-01,1,7700000.0,318000.0,188000.0,111000.0,333000.0
2020-05-01,5,4008000.0,167000.0,99000.0,56000.0,175000.0
2020-05-01,4,4062000.0,175000.0,91000.0,49000.0,182000.0
2020-05-01,15,,,,,
2020-06-01,15,663000.0,27000.0,15000.0,9000.0,39000.0
2020-06-01,1,10074000.0,391000.0,239000.0,128000.0,438000.0
2020-06-01,3,11542000.0,448000.0,272000.0,152000.0,494000.0
2020-06-01,5,5139000.0,200000.0,121000.0,65000.0,221000.0
2020-06-01,4,5278000.0,208000.0,113000.0,60000.0,230000.0
2020-06-01,2,5210000.0,206000.0,106000.0,61000.0,233000.0
2020-07-01,3,14675000.0,546000.0,359000.0,182000.0,593000.0
2020-07-01,2,6651000.0,254000.0,137000.0,73000.0,281000.0
2020-07-01,15,1161000.0,44000.0,26000.0,13000.0,49000.0
2020-07-01,1,13023000.0,484000.0,322000.0,155000.0,527000.0
2020-07-01,4,6746000.0,255000.0,149000.0,71000.0,276000.0
2020-07-01,5,6544000.0,244000.0,156000.0,78000.0,264000.0
2020-08-01,4,7324000.0,290000.0,168000.0,81000.0,312000.0
2020-08-01,5,7100000.0,277000.0,172000.0,85000.0,299000.0
2020-08-01,15,1333000.0,52000.0,32000.0,16000.0,57000.0
2020-08-01,3,15807000.0,610000.0,398000.0,202000.0,660000.0
2020-08-01,2,7393000.0,295000.0,158000.0,83000.0,314000.0
2020-08-01,1,14306000.0,553000.0,363000.0,174000.0,596000.0
2020-09-01,2,8150000.0,329000.0,181000.0,97000.0,344000.0
2020-09-01,3,17121000.0,671000.0,453000.0,233000.0,698000.0
2020-09-01,4,7980000.0,320000.0,193000.0,95000.0,338000.0
2020-09-01,5,7728000.0,306000.0,196000.0,98000.0,323000.0
2020-09-01,1,15697000.0,616000.0,419000.0,207000.0,643000.0
2020-09-01,15,1513000.0,60000.0,38000.0,20000.0,63000.0
2020-10-01,4,8892000.0,347000.0,208000.0,107000.0,368000.0
2020-10-01,5,8614000.0,334000.0,208000.0,105000.0,348000.0
2020-10-01,3,18881000.0,722000.0,482000.0,252000.0,759000.0
2020-10-01,2,9020000.0,356000.0,196000.0,107000.0,371000.0
2020-10-01,1,17480000.0,668000.0,453000.0,224000.0,698000.0
2020-10-01,15,1650000.0,64000.0,39000.0,21000.0,68000.0
2020-11-01,1,17630000.0,703000.0,503000.0,259000.0,736000.0
2020-11-01,2,9080000.0,374000.0,217000.0,124000.0,387000.0
2020-11-01,4,8976000.0,365000.0,234000.0,122000.0,385000.0
2020-11-01,15,1631000.0,66000.0,42000.0,24000.0,70000.0
2020-11-01,3,18956000.0,754000.0,538000.0,289000.0,798000.0
2020-11-01,5,8669000.0,346000.0,233000.0,116000.0,372000.0
2020-12-01,15,1692000.0,68000.0,42000.0,23000.0,73000.0
2020-12-01,3,19256000.0,758000.0,512000.0,283000.0,839000.0
2020-12-01,2,8889000.0,364000.0,197000.0,114000.0,394000.0
2020-12-01,1,17629000.0,696000.0,467000.0,252000.0,757000.0
2020-12-01,4,8785000.0,337000.0,213000.0,114000.0,392000.0
2020-12-01,5,8844000.0,337000.0,222000.0,118000.0,385000.0
2021-01-01,15,1571000.0,66000.0,34000.0,21000.0,70000.0
2021-01-01,3,17091000.0,706000.0,401000.0,241000.0,750000.0
2021-01-01,2,8244000.0,353000.0,166000.0,102000.0,373000.0
2021-01-01,1,15890000.0,656000.0,376000.0,224000.0,695000.0
2021-01-01,5,8033000.0,336000.0,183000.0,104000.0,360000.0
2021-01-01,4,8042000.0,341000.0,172000.0,101000.0,365000.0
2021-02-01,3,17626000.0,746000.0,463000.0,256000.0,772000.0
2021-02-01,5,8374000.0,356000.0,214000.0,112000.0,370000.0
2021-02-01,4,8395000.0,360000.0,206000.0,110000.0,375000.0
2021-02-01,1,16415000.0,692000.0,436000.0,231000.0,714000.0
2021-02-01,2,8559000.0,376000.0,196000.0,110000.0,383000.0
2021-02-01,15,1575000.0,68000.0,39000.0,21000.0,72000.0
2021-03-01,3,14996000.0,599000.0,310000.0,172000.0,779000.0
2021-03-01,15,1457000.0,58000.0,30000.0,16000.0,69000.0
2021-03-01,2,7496000.0,308000.0,136000.0,73000.0,386000.0
2021-03-01,5,7430000.0,299000.0,153000.0,77000.0,377000.0
2021-03-01,4,7060000.0,288000.0,135000.0,69000.0,373000.0
2021-03-01,1,13700000.0,548000.0,282000.0,149000.0,721000.0
2021-04-01,1,12800000.0,532000.0,299000.0,163000.0,613000.0
2021-04-01,4,6530000.0,276000.0,141000.0,77000.0,317000.0
2021-04-01,5,6913000.0,289000.0,160000.0,84000.0,327000.0
2021-04-01,15,1355000.0,57000.0,31000.0,17000.0,63000.0
2021-04-01,3,13943000.0,578000.0,323000.0,184000.0,664000.0
2021-04-01,2,6979000.0,297000.0,143000.0,83000.0,338000.0
2021-05-01,3,16848000.0,669000.0,451000.0,233000.0,695000.0
2021-05-01,2,8472000.0,344000.0,197000.0,106000.0,358000.0
2021-05-01,1,15759000.0,625000.0,425000.0,213000.0,647000.0
2021-05-01,5,8408000.0,328000.0,200000.0,105000.0,349000.0
2021-05-01,4,8284000.0,324000.0,193000.0,103000.0,346000.0
2021-05-01,15,1566000.0,64000.0,39000.0,21000.0,66000.0
2021-06-01,3,17862000.0,693000.0,471000.0,230000.0,725000.0
2021-06-01,2,9094000.0,360000.0,210000.0,115000.0,371000.0
2021-06-01,1,16821000.0,649000.0,448000.0,228000.0,676000.0
2021-06-01,5,8844000.0,341000.0,222000.0,114000.0,359000.0
2021-06-01,4,8721000.0,336000.0,216000.0,114000.0,357000.0
2021-06-01,15,1670000.0,65000.0,42000.0,23000.0,67000.0
2021-07-01,15,1794000.0,73000.0,33000.0,18000.0,76000.0
2021-07-01,2,9528000.0,371000.0,211000.0,121000.0,388000.0
2021-07-01,1,17642000.0,667000.0,457000.0,240000.0,703000.0
2021-07-01,3,18695000.0,711000.0,475000.0,246000.0,747000.0
2021-07-01,4,9139000.0,350000.0,222000.0,119000.0,373000.0
2021-07-01,5,9147000.0,351000.0,221000.0,118000.0,374000.0
2021-08-01,5,10004000.0,384000.0,235000.0,124000.0,400000.0
2021-08-01,4,10049000.0,386000.0,231000.0,129000.0,405000.0
2021-08-01,15,2018000.0,80000.0,40000.0,20000.0,83000.0
2021-08-01,3,20129000.0,766000.0,495000.0,259000.0,801000.0
2021-08-01,1,19118000.0,724000.0,480000.0,252000.0,754000.0
2021-08-01,2,10574000.0,411000.0,221000.0,130000.0,432000.0
2021-09-01,5,10097000.0,399000.0,251000.0,137000.0,412000.0
2021-09-01,4,10409000.0,409000.0,252000.0,149000.0,431000.0
2021-09-01,1,20063000.0,787000.0,529000.0,292000.0,812000.0
2021-09-01,3,20704000.0,819000.0,535000.0,289000.0,868000.0
2021-09-01,2,10966000.0,442000.0,244000.0,152000.0,453000.0
2021-09-01,15,2090000.0,85000.0,49000.0,23000.0,89000.0
2021-10-01,2,11359000.0,466000.0,259000.0,143000.0,488000.0
2021-10-01,1,21100000.0,831000.0,570000.0,285000.0,880000.0
2021-10-01,3,21708000.0,858000.0,574000.0,299000.0,907000.0
2021-10-01,15,2066000.0,88000.0,41000.0,18000.0,94000.0
2021-10-01,4,10956070.0,434810.0,272260.0,146870.0,478420.0
2021-10-01,5,10470440.0,416750.0,263120.0,130840.0,440640.0
2021-11-01,4,11712120.0,469240.0,300210.0,188660.0,497470.0
2021-11-01,5,10990580.0,442990.0,285380.0,160610.0,459230.0
2021-11-01,15,2261000.0,95000.0,54000.0,31000.0,99000.0
2021-11-01,3,22937000.0,918000.0,639000.0,367000.0,939000.0
2021-11-01,1,22338000.0,894000.0,626000.0,352000.0,913000.0
2021-11-01,2,11985000.0,497000.0,280000.0,180000.0,512000.0
2021-12-01,15,2203000.0,86000.0,61000.0,27000.0,100000.0
2021-12-01,3,23052000.0,874000.0,717000.0,381000.0,994000.0
2021-12-01,5,11037810.0,405610.0,261279.99999999997,165940.0,479790.0
2021-12-01,2,11954000.0,469000.0,310000.0,181000.0,535000.0
2021-12-01,4,11566890.0,423650.0,272630.0,183100.0,514809.99999999994
2021-12-01,1,22297000.0,847000.0,699000.0,363000.0,961000.0
2022-01-01,5,9286510.0,364580.0,202180.0,123900.0,397230.0
2022-01-01,2,10118000.0,408000.0,231000.0,135000.0,444000.0
2022-01-01,15,1962000.0,79000.0,47000.0,25000.0,86000.0
2022-01-01,3,19399000.0,758000.0,508000.0,289000.0,824000.0
2022-01-01,1,18756000.0,733000.0,499000.0,275000.0,791000.0
2022-01-01,4,9745140.0,381810.0,209480.0,135960.0,420110.0
2022-02-01,5,10180000.0,426000.0,270000.0,145000.0,450000.0
2022-02-01,4,10885000.0,450000.0,289000.0,180000.0,486000.0
2022-02-01,1,20465000.0,860000.0,587000.0,303000.0,903000.0
2022-02-01,2,11356000.0,491000.0,271000.0,168000.0,519000.0
2022-02-01,15,2198000.0,94000.0,56000.0,31000.0,102000.0
2022-02-01,3,21084000.0,883000.0,592000.0,346000.0,921000.0
2022-03-01,2,14201000.0,560000.0,290000.0,169000.0,588000.0
2022-03-01,5,12297000.0,469000.0,288000.0,151000.0,500000.0
2022-03-01,4,13697000.0,523000.0,322000.0,172000.0,575000.0
2022-03-01,3,26073000.0,996000.0,634000.0,345000.0,1048000.0
2022-03-01,15,2678000.0,104000.0,59000.0,32000.0,109000.0
2022-03-01,1,25155000.0,963000.0,622000.0,304000.0,998000.0
2022-04-01,5,11533000.0,482000.0,276000.0,155000.0,500000.0
2022-04-01,3,24646000.0,1023000.0,618000.0,375000.0,1048000.0
2022-04-01,2,13555000.0,588000.0,288000.0,179000.0,608000.0
2022-04-01,1,24189000.0,1008000.0,612000.0,348000.0,1044000.0
2022-04-01,4,13019000.0,550000.0,299000.0,165000.0,591000.0
2022-04-01,15,2544000.0,109000.0,58000.0,34000.0,114000.0
2022-05-01,15,2814000.0,109000.0,63000.0,35000.0,111000.0
2022-05-01,3,26929000.0,1010000.0,673000.0,393000.0,1045000.0
2022-05-01,1,26548000.0,1003000.0,670000.0,358000.0,1036000.0
2022-05-01,4,14873240.0,569180.0,337490.0,200280.0,606090.0
2022-05-01,5,12740790.0,488300.0,299870.0,159750.0,507220.0
2022-05-01,2,15148000.0,590000.0,311000.0,181000.0,615000.0
2022-06-01,2,14080000.0,570000.0,291000.0,199000.0,591000.0
2022-06-01,15,2669000.0,108000.0,59000.0,34000.0,115000.0
2022-06-01,4,14239840.0,559540.0,322670.0,223490.0,587650.0
2022-06-01,5,12099730.0,479000.0,283960.0,155880.0,541790.0
2022-06-01,1,24725000.0,967000.0,623000.0,364000.0,1011000.0
2022-06-01,3,25162000.0,980000.0,635000.0,392000.0,1022000.0
2022-07-01,1,24863000.0,938000.0,646000.0,380000.0,1005000.0
2022-07-01,2,13941000.0,548000.0,294000.0,191000.0,570000.0
2022-07-01,3,24987000.0,948000.0,638000.0,379000.0,998000.0
2022-07-01,15,2576000.0,104000.0,46000.0,29000.0,108000.0
2022-07-01,5,12042050.0,466200.0,285910.0,164460.0,484270.0
2022-07-01,4,14178130.0,548410.0,328380.0,203910.0,586310.0
2022-08-01,3,27388000.0,1015000.0,640000.0,372000.0,1060000.0
2022-08-01,15,2824000.0,110000.0,60000.0,28000.0,117000.0
2022-08-01,2,15832000.0,605000.0,303000.0,178000.0,638000.0
2022-08-01,1,27296000.0,1015000.0,645000.0,344000.0,1057000.0
2022-08-01,5,13310680.0,500750.0,292180.0,156230.0,519059.99999999994
2022-08-01,4,15871080.0,599540.0,327550.0,192890.0,640130.0
2022-09-01,15,2799000.0,114000.0,58000.0,34000.0,118000.0
2022-09-01,3,26224000.0,1035000.0,664000.0,358000.0,1077000.0
2022-09-01,1,26169000.0,1035000.0,664000.0,346000.0,1078000.0
2022-09-01,2,15239000.0,619000.0,315000.0,179000.0,641000.0
2022-09-01,4,15427310.0,619430.0,341230.0,205330.0,653670.0
2022-09-01,5,12606290.0,505500.0,298030.0,153910.0,517400.0
2022-10-01,15,2795000.0,114000.0,54000.0,35000.0,118000.0
2022-10-01,3,26821000.0,1051000.0,665000.0,379000.0,1097000.0
2022-10-01,1,26982000.0,1059000.0,673000.0,374000.0,1116000.0
2022-10-01,2,15388000.0,625000.0,317000.0,200000.0,655000.0
2022-10-01,5,12854250.0,512520.0,301320.0,176270.0,533040.0
2022-10-01,4,15642630.0,626430.0,350850.0,224480.0,660210.0
2022-11-01,3,25901000.0,1063000.0,695000.0,396000.0,1110000.0
2022-11-01,15,2742000.0,117000.0,57000.0,37000.0,124000.0
2022-11-01,1,25817000.0,1062000.0,688000.0,381000.0,1107000.0
2022-11-01,5,12404960.0,503710.0,314490.0,169510.0,538670.0
2022-11-01,2,14574000.0,629000.0,318000.0,194000.0,657000.0
2022-11-01,4,14955050.0,613220.0,357000.0,205720.0,659990.0
2022-12-01,4,14236080.0,544980.0,299080.0,187760.0,693280.0
2022-12-01,1,25019000.0,934000.0,734000.0,417000.0,1142000.0
2022-12-01,3,25432000.0,945000.0,784000.0,431000.0,1145000.0
2022-12-01,2,13602000.0,530000.0,327000.0,200000.0,657000.0
2022-12-01,15,2519000.0,99000.0,48000.0,32000.0,121000.0
2022-12-01,5,11837350.0,448870.0,264370.0,160110.0,550560.0
2023-01-01,2,13130000.0,519000.0,285000.0,180000.0,588000.0
2023-01-01,4,13605410.0,530980.0,311820.0,186860.0,594240.0
2023-01-01,5,10976230.0,427200.0,271010.0,139440.0,468660.0
2023-01-01,1,23408000.0,891000.0,623000.0,363000.0,982000.0
2023-01-01,3,23278000.0,887000.0,603000.0,372000.0,978000.0
2023-01-01,15,2519000.0,99000.0,57000.0,34000.0,114000.0
2023-02-01,15,2576000.0,117000.0,61000.0,36000.0,125000.0
2023-02-01,3,23296000.0,1012000.0,657000.0,395000.0,1065000.0
2023-02-01,5,11015860.0,473460.0,289520.0,161310.0,516799.99999999994
2023-02-01,4,13777190.0,580300.0,387560.0,224680.0,639510.0
2023-02-01,1,23465000.0,1025000.0,660000.0,375000.0,1075000.0
2023-02-01,2,13364000.0,609000.0,311000.0,196000.0,643000.0
2023-03-01,2,16048000.0,649000.0,325000.0,201000.0,678000.0
2023-03-01,1,27945000.0,1087000.0,692000.0,384000.0,1120000.0
2023-03-01,5,13455770.0,503110.0,305230.0,165840.0,535970.0
2023-03-01,4,17370640.0,649070.0,389010.0,221480.0,711990.0
2023-03-01,15,2876000.0,120000.0,65000.0,35000.0,128000.0
2023-03-01,3,27409000.0,1067000.0,676000.0,387000.0,1096000.0
2023-04-01,3,25011000.0,1066000.0,627000.0,371000.0,1157000.0
2023-04-01,2,14544000.0,649000.0,299000.0,189000.0,671000.0
2023-04-01,4,15070570.0,661450.0,338300.0,201580.0,701710.0
2023-04-01,5,11792220.0,510810.0,282420.0,160710.0,527250.0
2023-04-01,1,25545000.0,1091000.0,639000.0,375000.0,1130000.0
2023-04-01,15,2827000.0,124000.0,63000.0,37000.0,127000.0
